"last_name, first_name",player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,ev50,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa,year
"Melendez, MJ",669004,299,14.6,29.1,112.9,91.1,101.5,95.3,89.0,431,169,398.0,135,45.2,25,8.4,5.5,2024
"Pages, Andy",681624,299,20.8,40.8,112.0,88.6,100.3,92.1,85.6,433,191,399.0,120,40.1,32,10.7,7.2,2024
"Kirk, Alejandro",672386,298,10.8,34.6,112.9,89.4,99.8,94.1,87.9,405,152,391.0,122,40.9,20,6.7,5.2,2024
"Martinez, J.D.",502110,295,14.4,39.3,110.8,91.0,101.4,94.6,87.4,430,186,402.0,136,46.1,44,14.9,8.9,2024
"DeJong, Paul",657557,294,20.0,36.4,111.5,87.8,100.0,93.3,80.9,435,188,394.0,122,41.5,30,10.2,6.2,2024
"Hayes, Ke'Bryan",663647,294,4.8,29.9,110.4,88.9,99.8,92.1,87.8,404,139,386.0,126,42.9,7,2.4,1.8,2024
"Crawford, J.P.",641487,291,13.2,30.2,110.7,87.5,99.0,91.5,85.6,429,159,394.0,110,37.8,19,6.5,4.2,2024
"Kepler, Max",596146,291,16.8,35.4,115.4,88.9,99.6,92.3,85.7,426,185,406.0,107,36.8,18,6.2,4.5,2024
"Perdomo, Geraldo",672695,291,16.9,28.9,109.8,87.0,96.1,89.7,85.9,415,153,372.0,75,25.8,9,3.1,2.3,2024
"Estrada, Thairo",642731,290,10.5,30.3,108.6,86.2,97.3,92.4,82.4,409,146,391.0,92,31.7,14,4.8,3.7,2024
"Gonzales, Nick",693304,290,13.0,34.1,110.4,87.9,98.8,91.3,84.9,429,166,389.0,107,36.9,23,7.9,5.9,2024
"Hernández, Enrique",571771,289,17.1,35.6,112.7,89.6,99.3,92.7,87.3,431,179,400.0,120,41.5,14,4.8,3.6,2024
"Schuemann, Max",680474,286,16.6,39.5,105.4,89.0,97.7,91.8,86.3,403,175,379.0,107,37.4,16,5.6,3.5,2024
"Crow-Armstrong, Pete",691718,285,17.2,32.6,107.2,88.9,98.8,94.0,82.7,438,169,403.0,105,36.8,21,7.4,5.1,2024
"Vientos, Mark",668901,283,11.4,34.6,113.2,91.2,102.5,96.0,87.2,451,169,402.0,132,46.6,40,14.1,8.8,2024
"Kelenic, Jarred",672284,283,16.0,38.2,110.7,89.8,100.3,93.7,85.6,427,190,394.0,128,45.2,28,9.9,6.2,2024
"Freeman, Tyler",671289,283,13.0,30.4,109.2,87.7,98.6,90.2,87.5,418,151,385.0,98,34.6,9,3.2,2.3,2024
"Brennan, Will",686823,283,13.3,31.1,109.0,86.0,97.1,89.7,84.1,401,154,372.0,92,32.5,13,4.6,3.7,2024
"Fraley, Jake",641584,283,11.1,34.6,108.7,84.3,95.7,88.6,82.6,389,151,372.0,70,24.7,9,3.2,2.4,2024
"Adell, Jo",666176,282,15.9,30.5,115.6,89.8,102.7,96.4,83.3,439,181,407.0,126,44.7,33,11.7,7.3,2024
"Massey, Michael",686681,282,16.8,34.4,110.0,89.2,98.4,92.8,85.4,434,180,392.0,104,36.9,20,7.1,5.6,2024
"Polanco, Jorge",593871,281,17.8,35.6,110.7,88.3,99.2,92.3,82.1,426,183,395.0,105,37.4,25,8.9,5.3,2024
"Triolo, Jared",669707,281,13.4,38.8,108.0,88.4,99.4,91.1,85.9,411,173,386.0,110,39.1,15,5.3,3.4,2024
"Perkins, Blake",663368,281,12.0,31.3,106.8,88.8,97.8,92.0,86.6,406,154,387.0,106,37.7,11,3.9,2.5,2024
"Realmuto, J.T.",592663,279,9.4,36.9,109.7,89.2,101.2,94.8,84.2,430,163,401.0,130,46.6,29,10.4,7.0,2024
"Moniak, Mickey",666160,279,19.8,31.5,112.8,88.1,99.5,93.3,83.4,437,172,406.0,96,34.4,26,9.3,6.2,2024
"Abreu, Wilyer",677800,279,19.2,33.7,114.4,91.6,101.9,94.4,89.6,430,191,407.0,141,50.5,31,11.1,6.9,2024
"Toro, Abraham",647351,277,12.2,33.2,109.9,87.2,97.5,90.7,85.7,415,156,396.0,82,29.6,12,4.3,3.3,2024
"Fermin, Freddy",666023,277,11.1,28.5,108.1,88.2,97.9,89.2,88.5,403,137,377.0,94,33.9,9,3.2,2.4,2024
"Rojas, Johan",679032,277,4.8,21.3,110.6,85.7,97.2,88.6,86.0,406,114,391.0,76,27.4,7,2.5,1.9,2024
"Sosa, Lenyn",672820,277,12.3,42.2,110.7,89.0,99.4,93.0,85.5,406,174,387.0,114,41.2,17,6.1,4.6,2024
"Stanton, Giancarlo",519317,276,14.7,34.8,120.0,94.6,108.2,100.4,91.3,451,181,414.0,152,55.3,57,20.7,12.4,2024
"Lowe, Brandon",664040,275,14.5,39.6,111.0,89.8,101.3,94.1,84.3,444,187,401.0,123,44.7,34,12.4,8.0,2024
"Joe, Connor",656582,275,16.3,30.9,109.4,85.3,97.9,90.8,82.7,408,157,393.0,90,32.7,13,4.7,3.1,2024
"Wells, Austin",669224,275,17.1,34.5,111.2,88.4,99.7,93.2,84.2,423,179,398.0,107,38.9,25,9.1,6.0,2024
"Amaya, Miguel",665804,274,11.1,33.9,111.3,88.4,99.1,91.4,86.6,426,153,401.0,93,33.9,13,4.7,3.6,2024
"Rizzo, Anthony",519203,274,14.3,31.0,110.7,86.7,97.8,91.5,84.2,417,146,390.0,91,33.2,11,4.0,2.9,2024
"Raley, Luke",670042,273,13.5,30.4,115.4,90.1,101.7,95.1,86.3,459,160,394.0,114,41.8,30,11.0,6.6,2024
"Nootbaar, Lars",663457,273,6.0,32.2,113.5,91.8,102.3,95.8,89.6,441,151,410.0,135,49.5,27,9.9,6.7,2024
"Marsh, Brandon",669016,270,13.8,40.7,110.1,91.6,101.1,95.4,87.4,409,184,389.0,128,47.4,27,10.0,5.7,2024
"Larnach, Trevor",663616,268,12.4,36.2,113.2,92.0,102.4,94.5,89.8,441,177,400.0,121,45.1,27,10.1,6.8,2024
"Pederson, Joc",592626,266,16.9,34.2,114.1,92.3,102.6,96.3,89.3,453,177,412.0,123,46.2,34,12.8,7.6,2024
"Margot, Manuel",622534,265,13.8,30.6,111.2,88.2,98.9,91.6,86.8,419,165,404.0,89,33.6,13,4.9,3.8,2024
"Correa, Carlos",621043,262,8.9,34.4,113.9,90.3,102.5,94.1,88.0,442,161,401.0,117,44.7,24,9.2,6.5,2024
"Horwitz, Spencer",687462,262,13.7,37.4,108.1,88.2,98.2,92.1,85.6,421,167,396.0,96,36.6,21,8.0,5.5,2024
"Brown, Seth",664913,261,14.6,35.2,110.9,90.0,100.9,94.0,86.7,445,174,404.0,106,40.6,22,8.4,5.5,2024
"Rosario, Amed",642708,260,4.6,33.5,108.9,86.9,98.6,92.4,83.9,420,141,401.0,94,36.2,12,4.6,3.5,2024
"Marte, Starling",516782,259,4.3,36.7,110.9,89.8,101.2,94.4,86.2,434,137,402.0,111,42.9,18,6.9,4.9,2024
"Schneider, Davis",676914,258,21.4,38.0,109.3,88.6,99.0,93.1,80.3,423,198,388.0,98,38.0,31,12.0,6.8,2024
"Buxton, Byron",621439,258,19.8,39.5,113.2,91.7,102.5,95.6,88.2,456,198,407.0,124,48.1,34,13.2,8.8,2024
"Díaz, Elias",553869,258,7.6,31.0,110.5,87.1,99.0,91.2,85.4,419,138,400.0,89,34.5,12,4.7,3.4,2024
"DeLuca, Jonny",676356,257,16.2,32.7,109.4,84.6,96.2,89.8,82.6,412,157,383.0,72,28.0,10,3.9,2.8,2024
"Moreno, Gabriel",672515,256,8.8,33.6,111.1,90.0,99.9,92.7,88.6,433,148,396.0,105,41.0,17,6.6,4.8,2024
"Toglia, Michael",669911,255,15.1,39.2,112.0,92.1,102.7,95.7,87.3,462,201,404.0,128,50.2,44,17.3,9.6,2024
"Jiménez, Eloy",650391,255,4.3,25.1,112.3,92.0,103.2,95.8,91.0,441,127,418.0,125,49.0,20,7.8,5.7,2024
"Lee, Korey",686676,255,9.6,34.1,110.0,88.3,99.5,92.1,86.0,436,153,403.0,96,37.6,19,7.5,4.8,2024
"Fry, David",681807,255,19.6,36.9,108.5,88.3,99.1,90.3,87.8,424,183,390.0,96,37.6,19,7.5,4.8,2024
"Haniger, Mitch",571745,255,13.7,31.0,112.0,90.6,101.0,94.1,87.5,422,164,391.0,117,45.9,23,9.0,5.4,2024
"O'Neill, Tyler",641933,254,20.2,34.6,113.1,90.9,102.8,96.5,84.3,465,189,403.0,124,48.8,44,17.3,9.3,2024
"Robert Jr., Luis",673357,253,13.5,35.6,113.0,90.1,101.2,93.8,86.3,470,177,402.0,103,40.7,25,9.9,5.9,2024
"Moore, Dylan",664238,251,22.6,38.2,109.1,88.4,98.8,91.7,85.4,429,192,389.0,91,36.3,22,8.8,5.0,2024
"Friedl, TJ",670770,251,16.7,29.9,108.9,86.0,97.0,88.6,84.2,429,164,385.0,79,31.5,8,3.2,2.3,2024
"Drury, Brandon",592273,247,6.0,25.9,113.7,87.6,99.1,92.2,85.3,459,123,395.0,88,35.6,9,3.6,2.5,2024
"Singleton, Jon",572138,247,12.8,34.8,115.4,88.7,99.8,92.1,85.0,442,177,391.0,92,37.2,22,8.9,5.4,2024
"Wade Jr., LaMonte",664774,245,12.9,39.6,110.8,90.6,101.2,94.8,85.7,442,180,393.0,108,44.1,23,9.4,5.7,2024
"Taylor, Tyrone",621438,241,16.8,34.4,110.7,87.3,99.4,93.4,81.9,413,168,399.0,85,35.3,17,7.1,4.9,2024
"Siri, Jose",642350,238,15.4,35.7,111.0,87.5,100.7,95.3,79.3,452,181,410.0,99,41.6,35,14.7,7.8,2024
"Torkelson, Spencer",679529,238,20.2,31.5,109.0,89.0,99.7,92.1,87.7,446,174,405.0,94,39.7,16,6.7,4.2,2024
"Garver, Mitch",641598,237,18.3,32.5,108.7,89.9,100.0,94.8,84.6,419,180,395.0,94,39.7,20,8.4,4.7,2024
"Naylor, Bo",666310,236,19.9,32.6,109.0,88.8,98.7,93.3,84.9,435,179,391.0,89,37.7,19,8.1,4.9,2024
"Lowe, Josh",666139,232,16.9,37.9,109.3,90.8,100.9,94.3,87.9,437,186,391.0,107,46.1,24,10.3,6.2,2024
"Cave, Jake",595909,229,7.5,35.4,106.8,87.5,98.3,92.3,82.1,430,160,396.0,85,37.1,12,5.2,3.5,2024
"Tauchman, Mike",643565,229,15.5,34.9,110.3,89.0,99.1,92.3,86.2,421,178,384.0,94,41.0,17,7.4,4.9,2024
"Tucker, Kyle",663656,225,21.2,40.0,108.1,91.1,100.2,94.1,85.4,456,212,391.0,101,44.9,29,12.9,8.6,2024
"Alvarez, Francisco",682626,224,6.9,27.2,114.8,88.8,101.3,94.2,85.4,439,143,408.0,94,42.0,15,6.7,4.4,2024
"d'Arnaud, Travis",518595,222,11.6,32.9,109.8,89.9,100.5,94.8,86.3,445,162,415.0,91,41.0,23,10.4,6.7,2024
"Gorman, Nolan",669357,216,20.3,40.3,111.0,88.5,100.7,93.7,80.2,436,201,399.0,83,38.6,36,16.7,9.0,2024
"Fitzgerald, Tyler",666149,207,20.2,38.6,107.3,87.7,97.6,90.6,83.6,434,187,397.0,66,31.9,17,8.2,5.0,2024
"Contreras, Willson",575929,205,14.2,32.7,115.3,91.6,103.7,95.3,90.3,445,168,410.0,96,46.8,23,11.2,6.4,2024
"Benson, Will",666181,192,18.2,36.5,110.7,89.4,99.8,94.0,83.2,439,187,397.0,77,40.1,22,11.5,5.7,2024
"Bauers, Jake",641343,184,22.6,38.6,110.1,89.4,100.0,92.7,84.3,444,198,401.0,79,42.9,19,10.3,5.5,2024
"Arraez, Luis",650333,618,12.2,36.9,107.8,86.1,93.6,87.6,85.1,402,152,370.0,103,16.7,7,1.1,1.0,2025
"Kwan, Steven",680757,575,15.6,39.3,104.2,86.2,94.4,87.8,85.1,431,167,381.0,111,19.3,11,1.9,1.6,2025
"Hoerner, Nico",663538,554,12.5,36.1,108.1,86.7,96.7,89.3,85.8,412,155,379.0,168,30.3,13,2.3,2.0,2025
"Perdomo, Geraldo",672695,533,15.5,36.0,108.2,87.6,97.4,90.3,86.6,423,165,393.0,170,31.9,33,6.2,4.6,2025
"Betts, Mookie",605141,531,18.0,37.7,108.4,89.1,98.1,91.6,86.0,412,191,390.0,190,35.8,29,5.5,4.4,2025
"Ramírez, José",608070,525,19.2,36.4,111.6,88.9,99.1,91.9,88.4,420,183,380.0,194,37.0,37,7.0,5.5,2025
"Lindor, Francisco",596019,520,15.1,34.6,112.9,90.5,100.8,95.0,86.5,425,175,390.0,231,44.4,46,8.8,6.3,2025
"Garcia, Maikel",672580,519,9.7,34.5,110.3,91.3,101.3,93.9,90.6,428,161,399.0,234,45.1,29,5.6,4.4,2025
"Pasquantino, Vinnie",686469,519,16.3,33.5,114.4,90.9,101.3,94.1,89.0,448,178,399.0,232,44.7,56,10.8,8.2,2025
"Albies, Ozzie",645277,514,18.7,33.5,109.9,87.5,96.9,91.3,84.5,435,170,380.0,158,30.7,25,4.9,3.7,2025
"Bellinger, Cody",641355,507,18.5,37.1,110.2,88.3,98.7,91.7,84.4,451,190,386.0,192,37.9,38,7.5,5.8,2025
"Witt Jr., Bobby",677951,505,15.2,35.4,117.5,93.3,103.9,96.2,91.6,456,183,411.0,245,48.5,63,12.5,9.2,2025
"Rodríguez, Julio",677594,502,8.5,31.5,115.8,91.8,103.7,96.0,88.6,442,159,403.0,241,48.0,49,9.8,6.9,2025
"Guerrero Jr., Vladimir",665489,499,7.8,33.7,120.4,92.0,104.8,95.7,90.7,448,155,405.0,253,50.7,61,12.2,9.0,2025
"Clement, Ernie",676391,496,17.9,36.9,108.9,86.6,96.0,89.3,84.2,409,175,388.0,129,26.0,12,2.4,2.0,2025
"Díaz, Yandy",650490,496,5.0,29.2,113.6,93.0,104.8,96.4,91.6,435,142,379.0,260,52.5,41,8.3,6.3,2025
"Harris II, Michael",671739,494,7.4,29.6,114.1,90.2,103.0,94.2,88.1,451,149,411.0,214,43.4,45,9.1,7.0,2025
"Bichette, Bo",666182,494,8.2,37.9,112.3,91.0,101.8,95.0,88.1,434,163,397.0,241,48.8,39,7.9,6.2,2025
"Lee, Jung Hoo",808982,493,9.9,33.9,107.2,87.1,97.2,89.6,85.9,413,153,381.0,158,32.0,18,3.7,2.9,2025
"Machado, Manny",592518,489,14.3,34.8,114.8,92.9,103.4,96.9,89.7,452,180,396.0,252,51.5,63,12.9,9.3,2025
"Altuve, Jose",514888,486,17.7,29.6,110.6,85.1,97.3,91.1,82.1,439,152,384.0,150,30.9,30,6.2,4.6,2025
"Turner, Trea",607208,484,9.1,34.7,111.7,89.3,100.1,92.6,87.0,426,156,393.0,204,42.1,28,5.8,4.4,2025
"Caminero, Junior",691406,484,10.7,27.7,116.7,92.4,104.5,97.7,89.8,447,157,392.0,249,51.4,68,14.0,10.4,2025
"Edwards, Xavier",669364,479,8.2,33.0,109.0,86.8,96.8,88.5,86.3,402,142,378.0,141,29.4,4,0.8,0.6,2025
"Perez, Salvador",521692,473,18.1,35.7,114.8,90.0,102.1,95.0,84.9,444,188,399.0,221,46.7,70,14.8,10.9,2025
"Friedl, TJ",670770,473,14.3,32.8,107.6,87.1,97.5,91.0,85.0,415,154,385.0,152,32.1,13,2.7,1.9,2025
"Rooker, Brent",667670,473,16.4,39.7,113.3,90.7,101.3,94.7,87.4,440,187,402.0,212,44.8,65,13.7,9.3,2025
"Alonso, Pete",624413,471,15.4,38.4,115.9,93.5,105.1,98.4,88.3,447,185,408.0,256,54.4,89,18.9,12.6,2025
"Ramos, Heliot",671218,468,11.5,32.5,116.0,91.8,102.5,95.4,89.3,439,168,403.0,222,47.4,41,8.8,5.9,2025
"Tatis Jr., Fernando",665487,467,9.4,28.9,113.4,93.3,103.8,97.0,91.3,441,155,409.0,242,51.8,51,10.9,7.4,2025
"Naylor, Josh",647304,465,11.6,30.8,117.9,89.2,100.1,92.0,87.6,450,161,393.0,195,41.9,31,6.7,5.1,2025
"Lopez, Otto",672640,465,8.4,32.5,111.2,88.5,99.9,92.4,85.7,446,154,402.0,178,38.3,33,7.1,5.6,2025
"Abrams, CJ",682928,459,13.3,34.4,112.7,88.7,99.5,92.1,86.3,428,170,387.0,180,39.2,35,7.6,5.5,2025
"Frelick, Sal",686217,456,12.1,30.7,109.1,85.5,96.1,89.6,84.2,422,142,390.0,125,27.4,14,3.1,2.4,2025
"Duran, Jarren",680776,455,12.0,34.3,117.7,91.8,103.2,94.8,90.9,446,167,401.0,213,46.8,44,9.7,6.3,2025
"Crawford, J.P.",641487,455,11.5,40.0,110.1,87.2,98.2,89.1,86.4,417,154,381.0,158,34.7,22,4.8,3.4,2025
"Crow-Armstrong, Pete",691718,454,20.0,33.7,113.2,89.5,100.7,93.4,84.8,452,189,395.0,189,41.6,59,13.0,9.1,2025
"Nimmo, Brandon",607043,454,11.2,29.7,112.3,91.9,102.6,95.0,90.8,417,160,388.0,228,50.2,40,8.8,6.1,2025
"Olson, Matt",621566,453,14.8,37.1,114.0,93.3,103.8,97.3,89.7,459,182,407.0,241,53.3,65,14.3,9.0,2025
"Pages, Andy",681624,452,16.9,38.9,110.6,88.6,99.3,91.4,85.4,424,187,397.0,168,37.2,38,8.4,6.1,2025
"Contreras, William",661388,452,7.0,31.6,114.1,91.1,102.6,96.4,87.2,441,147,387.0,219,48.5,29,6.4,4.4,2025
"Diaz, Yainer",673237,450,10.2,34.9,111.6,89.9,101.0,94.7,86.7,430,158,395.0,190,42.2,43,9.6,7.6,2025
"Wilson, Jacob",805779,450,8.8,32.0,108.5,84.6,95.1,87.5,83.2,420,134,383.0,111,24.7,10,2.2,1.9,2025
"De La Cruz, Elly",682829,449,7.6,32.5,117.4,91.0,102.3,94.6,88.9,451,149,405.0,198,44.2,46,10.2,6.6,2025
"Holliday, Jackson",702616,447,8.9,32.4,109.6,88.8,99.6,93.8,85.0,430,158,393.0,182,40.8,35,7.8,5.4,2025
"Soto, Juan",665742,447,12.0,32.9,115.0,93.8,104.5,99.1,89.7,437,172,400.0,247,55.3,81,18.1,11.3,2025
"Henderson, Gunnar",683002,445,9.5,29.9,113.9,92.1,102.9,94.5,92.2,417,151,393.0,218,49.2,38,8.5,5.8,2025
"Turang, Brice",668930,441,8.6,35.1,111.2,91.1,100.6,95.0,86.9,444,163,408.0,209,47.4,35,7.9,5.3,2025
"Torres, Gleyber",650402,438,14.3,38.6,110.9,90.0,100.0,93.3,86.4,432,183,400.0,171,39.0,36,8.2,5.7,2025
"Story, Trevor",596115,438,14.2,32.6,111.7,91.4,102.4,94.5,90.2,431,166,388.0,206,47.0,43,9.8,6.6,2025
"Chourio, Jackson",694192,435,10.6,33.8,113.7,89.3,101.2,94.6,85.1,448,168,397.0,184,42.3,42,9.7,7.1,2025
"Rafaela, Ceddanne",678882,434,12.8,32.3,112.1,88.3,99.6,93.5,85.0,426,160,391.0,168,38.7,40,9.2,6.8,2025
"Gurriel Jr., Lourdes",666971,433,16.3,37.4,109.1,87.8,99.1,92.7,83.9,439,178,402.0,166,38.3,31,7.2,5.7,2025
"Freeman, Freddie",518692,433,14.3,36.7,114.1,90.9,100.8,93.6,88.0,451,178,406.0,198,45.7,45,10.4,7.2,2025
"Swanson, Dansby",621020,428,13.3,36.9,109.3,90.5,101.2,95.7,85.2,441,171,403.0,204,47.8,50,11.7,7.8,2025
"Ramírez, Agustín",682663,428,8.3,31.1,116.9,90.8,103.9,95.4,88.8,447,153,410.0,201,47.0,47,11.0,8.0,2025
"Arozarena, Randy",668227,427,12.9,32.6,112.3,91.3,102.5,95.0,89.9,445,166,399.0,216,50.6,49,11.5,6.9,2025
"Ohtani, Shohei",660271,426,15.0,35.9,120.0,94.9,106.1,100.4,88.0,454,196,406.0,250,58.7,100,23.5,13.8,2025
"Correa, Carlos",621043,425,7.3,34.6,112.6,90.5,102.3,93.4,89.2,458,147,405.0,195,45.9,29,6.8,5.0,2025
"Schanuel, Nolan",694384,424,13.2,37.7,109.8,87.5,96.6,91.0,84.3,418,166,394.0,123,29.0,19,4.5,3.4,2025
"Burleson, Alec",676475,423,15.2,34.0,111.1,91.0,101.4,93.9,88.5,443,177,408.0,182,43.0,40,9.5,7.3,2025
"Happ, Ian",664023,423,16.1,35.7,112.0,90.0,101.4,94.6,85.9,434,178,393.0,188,44.4,44,10.4,6.6,2025
"Soderstrom, Tyler",691016,422,7.9,34.4,114.0,91.6,103.0,95.7,88.7,445,159,398.0,210,49.8,48,11.4,7.7,2025
"Adames, Willy",642715,421,21.1,35.6,110.2,88.9,99.9,94.0,80.6,452,193,401.0,180,42.8,53,12.6,7.7,2025
"Castellanos, Nick",592206,420,15.2,39.0,110.2,87.8,98.6,91.5,83.3,445,182,396.0,145,34.5,32,7.6,5.4,2025
"Devers, Rafael",646240,419,12.6,34.6,114.5,93.5,104.0,96.7,90.8,442,180,401.0,235,56.1,67,16.0,9.2,2025
"Hayes, Ke'Bryan",663647,418,8.5,30.6,109.7,89.3,99.8,92.5,88.0,413,142,378.0,177,42.5,19,4.5,3.3,2025
"Reynolds, Bryan",668804,417,7.3,38.4,113.5,91.2,101.9,95.1,87.0,432,164,400.0,192,46.0,42,10.1,6.4,2025
"Tucker, Kyle",663656,416,17.2,37.5,108.7,90.1,99.8,93.5,85.4,427,188,393.0,168,40.4,45,10.8,7.5,2025
"Suzuki, Seiya",673548,415,17.9,40.2,116.2,91.3,102.9,95.2,88.1,445,201,398.0,202,48.7,69,16.6,10.6,2025
"Carroll, Corbin",682998,415,16.7,33.5,115.8,92.1,103.7,97.0,87.7,474,188,405.0,207,49.9,60,14.5,9.3,2025
"Stott, Bryson",681082,414,14.9,35.7,110.7,87.6,97.6,90.0,85.6,441,170,395.0,122,29.5,21,5.1,3.8,2025
"García Jr., Luis",671277,413,9.2,33.7,111.7,90.2,100.8,94.5,87.0,422,165,397.0,189,45.8,37,9.0,7.0,2025
"Walker, Christian",572233,412,16.9,34.5,113.2,90.9,102.5,94.0,88.1,433,180,396.0,190,46.1,53,12.9,8.3,2025
"Raleigh, Cal",663728,411,25.2,35.3,114.7,91.3,103.0,96.8,82.9,448,211,392.0,204,49.6,80,19.5,11.3,2025
"Ward, Taylor",621493,410,18.0,34.9,111.0,90.1,100.9,94.3,85.3,432,195,396.0,175,42.7,56,13.7,8.4,2025
"Schwarber, Kyle",656941,408,20.1,35.3,117.2,94.3,105.7,99.5,88.8,468,199,410.0,243,59.6,85,20.8,11.7,2025
"Vargas, Miguel",678246,407,22.6,36.6,110.8,89.7,99.5,93.3,86.2,422,196,382.0,165,40.5,38,9.3,6.7,2025
"Yelich, Christian",592885,407,1.9,31.2,113.4,90.2,102.4,96.5,86.5,465,135,395.0,189,46.4,42,10.3,6.5,2025
"Bogaerts, Xander",593428,406,11.1,36.7,112.2,89.0,100.2,92.9,85.9,424,163,389.0,159,39.2,28,6.9,5.1,2025
"Greene, Riley",682985,404,15.0,36.9,115.1,89.9,102.6,94.9,84.7,471,181,397.0,184,45.5,69,17.1,10.5,2025
"Peña, Jeremy",665161,403,8.9,30.0,109.9,88.9,100.4,94.5,84.8,423,150,380.0,173,42.9,33,8.2,6.1,2025
"Durbin, Caleb",702332,402,13.9,28.6,108.9,85.2,96.1,89.2,83.8,419,148,390.0,108,26.9,16,4.0,3.2,2025
"Ortiz, Joey",687401,402,13.3,27.1,109.8,84.9,98.0,88.9,85.3,414,140,387.0,132,32.8,12,3.0,2.4,2025
"Rengifo, Luis",650859,401,6.7,34.7,109.2,87.1,97.8,91.4,84.6,419,140,392.0,131,32.7,20,5.0,3.7,2025
"Lee, Brooks",686797,400,13.2,30.8,110.3,88.6,98.2,91.6,86.2,430,161,383.0,154,38.5,23,5.8,4.4,2025
"Marte, Ketel",606466,400,14.8,33.0,119.6,90.8,102.7,94.9,88.8,449,171,407.0,188,47.0,54,13.5,9.7,2025
"Smith, Josh",669701,399,12.7,33.6,108.2,87.2,97.4,89.9,85.1,409,154,389.0,124,31.1,20,5.0,3.6,2025
"Volpe, Anthony",683011,399,12.4,34.3,110.5,89.3,100.2,94.3,85.5,442,170,385.0,167,41.9,42,10.5,7.0,2025
"Donovan, Brendan",680977,399,12.2,39.8,109.6,89.7,99.9,93.4,87.0,405,168,387.0,163,40.9,35,8.8,6.8,2025
"Torkelson, Spencer",679529,399,23.1,39.3,110.5,90.2,100.8,94.6,83.9,436,203,394.0,180,45.1,54,13.5,8.3,2025
"Suárez, Eugenio",553993,399,21.9,32.8,113.8,90.2,101.5,94.7,84.1,466,201,404.0,190,47.6,57,14.3,8.7,2025
"Kirk, Alejandro",672386,398,11.9,34.4,112.0,91.1,102.2,94.5,89.7,432,164,402.0,202,50.8,40,10.1,7.9,2025
"Polanco, Jorge",593871,397,16.7,34.3,111.9,90.8,101.5,94.0,89.1,423,173,382.0,182,45.8,41,10.3,7.8,2025
"Sosa, Lenyn",672820,395,18.4,39.2,111.5,90.7,100.9,94.1,87.3,451,191,405.0,173,43.8,41,10.4,7.5,2025
"Nootbaar, Lars",663457,394,16.5,33.0,113.0,91.3,101.9,95.5,88.9,418,174,388.0,197,50.0,40,10.2,6.9,2025
"India, Jonathan",663697,394,17.1,33.0,110.8,87.9,99.1,91.5,86.7,451,169,398.0,145,36.8,23,5.8,4.1,2025
"Winn, Masyn",691026,393,16.0,31.0,110.0,88.3,98.8,90.7,88.8,403,163,388.0,136,34.6,19,4.8,3.5,2025
"Butler, Lawrence",671732,392,9.2,34.4,113.6,90.5,102.1,95.2,87.1,448,160,414.0,174,44.4,36,9.2,5.7,2025
"Springer, George",543807,391,17.2,41.2,114.0,90.0,102.4,95.9,83.3,450,184,409.0,186,47.6,63,16.1,10.8,2025
"Goldschmidt, Paul",502671,391,15.9,36.1,111.2,90.4,100.7,94.1,86.5,425,175,388.0,171,43.7,31,7.9,5.8,2025
"Goodman, Hunter",696100,390,17.3,32.8,116.2,90.8,102.6,96.0,86.7,451,181,409.0,183,46.9,50,12.8,8.6,2025
"Sheets, Gavin",657757,389,14.0,38.8,111.8,89.9,101.2,94.4,86.4,451,178,402.0,181,46.5,37,9.5,6.8,2025
"Bohm, Alec",664761,388,6.8,35.6,109.6,90.8,100.7,92.7,89.7,433,154,386.0,180,46.4,24,6.2,4.8,2025
"Judge, Aaron",592450,388,19.0,39.4,118.1,95.4,106.8,99.1,90.1,469,209,408.0,226,58.2,96,24.7,14.1,2025
"Larnach, Trevor",663616,387,10.9,34.9,113.3,90.9,101.4,93.0,89.6,434,166,405.0,177,45.7,28,7.2,4.9,2025
"Busch, Michael",683737,387,17.0,41.1,111.9,92.2,101.7,95.9,86.3,466,201,397.0,183,47.3,66,17.1,11.1,2025
"Semien, Marcus",543760,386,19.4,35.8,110.0,88.3,98.3,91.6,85.1,424,186,391.0,135,35.0,26,6.7,4.9,2025
"Lowe, Nathaniel",663993,386,10.9,33.4,111.7,89.0,100.4,93.3,85.5,424,165,394.0,160,41.5,27,7.0,4.4,2025
"Steer, Spencer",668715,383,18.8,33.9,108.3,87.3,97.8,91.4,84.0,439,176,388.0,127,33.2,29,7.6,5.1,2025
"Langeliers, Shea",669127,383,16.3,33.2,114.5,90.8,102.5,94.5,87.9,450,179,399.0,171,44.8,42,11.0,8.0,2025
"Bell, Josh",605137,383,10.4,33.4,114.1,90.4,102.5,96.4,85.3,433,169,404.0,180,47.0,46,12.0,8.6,2025
"Harper, Bryce",547180,383,11.6,37.3,113.8,91.3,102.8,94.5,87.9,448,175,404.0,182,47.5,47,12.3,8.1,2025
"Meidroth, Chase",805367,382,6.7,26.2,107.1,88.2,97.7,90.9,86.9,395,130,375.0,138,36.1,6,1.6,1.2,2025
"Hernández, Teoscar",606192,382,9.9,34.0,112.5,90.2,101.8,94.6,86.0,445,167,397.0,176,46.1,44,11.5,8.1,2025
